sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
247,123000,500,2603,2424,2443,2271,2.116000,1.971000,0,0
248,123500,500,2555,2528,2405,2374,2.067000,2.055000,0,0
249,124000,500,2490,2624,2325,2473,2.021000,2.134000,0,0
250,124500,500,2407,2722,2244,2559,1.951000,2.204000,0,0
251,125000,500,2314,2801,2155,2649,1.874000,2.277000,0,0
252,125500,500,2214,2841,2060,2689,1.797000,2.309000,0,0
253,126000,500,2111,2853,1960,2703,1.715000,2.319000,0,0
254,126500,500,2002,2843,1841,2693,1.624000,2.311000,0,0
255,127000,500,1890,2810,1730,2659,1.535000,2.284000,0,0
256,127500,500,1782,2750,1627,2599,1.452000,2.238000,0,0
257,128000,500,1689,2659,1527,2505,1.372000,2.163000,0,0
258,128500,500,1612,2549,1456,2395,1.314000,2.071000,0,0
259,129000,500,1551,2430,1392,2278,1.264000,1.974000,0,0
260,129500,500,1503,2304,1345,2155,1.228000,1.877000,0,0
261,130000,500,1470,2165,1309,2010,1.198000,1.762000,0,0
262,130500,500,1458,2038,1297,1887,1.186000,1.662000,0,0
263,131000,500,1470,1905,1311,1756,1.196000,1.554000,0,0
264,131500,500,1507,1785,1353,1635,1.229000,1.461000,0,0
265,132000,500,1564,1665,1406,1513,1.276000,1.361000,0,0
266,132500,500,1636,1565,1476,1409,1.331000,1.277000,0,0
267,133000,500,1721,1486,1567,1330,1.404000,1.214000,0,0
268,133500,500,1815,1426,1659,1275,1.479000,1.165000,0,0
269,134000,500,1917,1381,1757,1227,1.557000,1.131000,0,0
270,134500,500,2026,1369,1861,1213,1.646000,1.120000,0,0
271,135000,500,2137,1386,1976,1231,1.740000,1.134000,0,0
272,135500,500,2248,1434,2090,1279,1.825000,1.174000,0,0
273,136000,500,2347,1500,2191,1344,1.903000,1.225000,0,0
274,136500,500,2436,1593,2273,1437,1.973000,1.301000,0,0
275,137000,500,2509,1700,2343,1535,2.035000,1.379000,0,0
276,137500,500,2561,1875,2396,1722,2.076000,1.532000,0,0
277,138000,500,2606,2010,2443,1857,2.105000,1.637000,0,0
278,138500,500,2514,2040,2352,1889,2.036000,1.663000,0,0
279,139000,500,2303,2040,2142,1888,1.868000,1.662000,0,0
280,139500,500,2011,2039,1853,1886,1.634000,1.663000,0,0
281,140000,500,1745,2039,1585,1887,1.424000,1.661000,0,0
282,140500,500,1686,2040,1523,1886,1.374000,1.662000,0,0
