sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V
1430,714499,500,2484,2040,2320,1888,2.012000,1.663000
1431,714999,500,2449,2036,2288,1884,1.985000,1.661000
1432,715499,500,2405,2044,2244,1893,1.950000,1.667000
1433,715999,500,2348,2028,2189,1874,1.906000,1.652000
1434,716499,500,2282,2036,2123,1883,1.852000,1.661000
1435,716999,500,2206,2040,2047,1887,1.787000,1.662000
1436,717499,500,2126,2032,1967,1879,1.727000,1.658000
1437,717999,500,2045,2044,1887,1893,1.659000,1.667000
1438,718499,500,1965,2036,1807,1885,1.598000,1.661000
1439,718999,500,1878,2040,1719,1887,1.527000,1.662000
1440,719499,500,1800,2040,1647,1889,1.464000,1.665000
1441,719999,500,1734,2048,1584,1897,1.418000,1.670000
1442,720499,500,1691,2036,1531,1882,1.375000,1.659000
1443,720999,500,1659,2048,1502,1899,1.351000,1.672000
1444,721499,500,1638,2040,1483,1888,1.335000,1.663000
1445,721999,500,1623,2036,1467,1885,1.322000,1.661000
1446,722499,500,1629,2044,1473,1893,1.327000,1.667000
1447,722999,500,1655,2044,1495,1893,1.346000,1.668000
1448,723499,500,1699,2040,1535,1889,1.379000,1.664000
1449,723999,500,1752,2048,1598,1898,1.429000,1.671000
1450,724499,500,1815,2040,1658,1890,1.479000,1.663000
1451,724999,500,1888,2048,1729,1898,1.534000,1.672000
1452,725499,500,1967,2036,1806,1883,1.599000,1.661000
1453,725999,500,2047,2036,1887,1887,1.663000,1.661000
1454,726499,500,2127,2032,1968,1878,1.728000,1.657000
1455,726999,500,2207,2036,2044,1886,1.790000,1.659000
1456,727499,500,2288,2028,2128,1874,1.856000,1.653000
1457,727999,500,2359,2048,2198,1897,1.912000,1.672000
1458,728499,500,2412,2040,2251,1888,1.955000,1.663000
1459,728999,500,2445,2028,2283,1875,1.984000,1.652000
1460,729499,500,2465,2032,2304,1882,1.997000,1.656000
1461,729999,500,2480,2036,2320,1886,2.009000,1.660000
1462,730499,500,2480,2036,2320,1885,2.011000,1.660000
1463,730999,500,2461,2040,2302,1889,1.994000,1.664000
1464,731499,500,2420,2040,2257,1889,1.962000,1.663000
1465,731999,500,2366,2036,2206,1883,1.918000,1.661000
1466,732499,500,2303,2044,2136,1894,1.871000,1.665000
1467,732999,500,2230,2040,2074,1889,1.813000,1.664000
1468,733499,500,2147,2040,1985,1889,1.740000,1.665000
1469,733999,500,2061,2040,1904,1887,1.676000,1.664000
1470,734499,500,1976,2040,1817,1888,1.606000,1.674000
1471,734999,500,1894,2044,1735,1893,1.541000,1.665000
1472,735499,500,1809,2036,1653,1885,1.470000,1.659000
1473,735999,500,1728,2044,1578,1893,1.411000,1.666000
1474,736499,500,1663,2051,1503,1906,1.352000,1.672000
1475,736999,500,1618,2036,1463,1884,1.317000,1.661000
1476,737499,500,1592,2040,1435,1887,1.298000,1.663000
1477,737999,500,1577,2036,1424,1882,1.287000,1.658000
1478,738499,500,1568,2040,1409,1888,1.279000,1.662000
1479,738999,500,1579,2044,1422,1893,1.288000,1.666000
1480,739499,500,1609,2048,1452,1901,1.314000,1.672000
1481,739999,500,1663,2036,1502,1885,1.353000,1.661000
1482,740499,500,1725,2044,1571,1894,1.408000,1.666000
1483,740999,500,1800,2036,1646,1884,1.467000,1.661000
1484,741499,500,1882,2040,1726,1887,1.533000,1.668000
1485,741999,500,1974,2028,1814,1875,1.604000,1.661000
1486,742499,500,2066,2036,1909,1883,1.679000,1.661000
1487,742999,500,2159,2040,1999,1888,1.753000,1.665000
1488,743499,500,2248,2040,2094,1887,1.828000,1.665000
1489,743999,500,2339,2051,2177,1901,1.898000,1.674000
1490,744499,500,2421,2032,2258,1879,1.960000,1.658000
1491,744999,500,2484,2040,2321,1889,2.012000,1.664000
1492,745499,500,2524,2044,2364,1891,2.046000,1.666000
1493,745999,500,2551,2048,2387,1899,2.065000,1.673000
1494,746499,500,2566,2040,2404,1888,2.081000,1.663000
1495,746999,500,2570,2044,2413,1891,2.084000,1.667000
1496,747499,500,2551,2032,2387,1879,2.067000,1.658000
1497,747998,499,2513,2040,2352,1889,2.037000,1.662000
1498,748498,500,2455,2032,2293,1880,1.987000,1.659000
1499,748998,500,2388,2040,2231,1887,1.935000,1.663000
1500,749498,500,2307,2040,2147,1888,1.872000,1.663000
1501,749998,500,2216,2040,2060,1889,1.802000,1.665000
1502,750498,500,2118,2036,1958,1887,1.722000,1.660000
1503,750998,500,2018,2032,1858,1878,1.642000,1.656000
1504,751498,500,1921,2048,1763,1898,1.562000,1.673000
1505,751998,500,1826,2048,1670,1898,1.488000,1.673000
1506,752498,500,1730,2040,1578,1892,1.412000,1.662000
1507,752998,500,1647,2040,1488,1888,1.341000,1.664000
1508,753498,500,1584,2048,1426,1898,1.290000,1.672000
1509,753998,500,1544,2044,1389,1894,1.260000,1.667000
1510,754498,500,1516,2044,1359,1891,1.237000,1.668000
1511,754998,500,1498,2048,1338,1898,1.222000,1.671000
1512,755498,500,1496,2040,1338,1889,1.221000,1.664000
1513,755998,500,1517,2036,1360,1885,1.237000,1.661000
1514,756498,500,1560,2036,1404,1883,1.268000,1.660000
1515,756998,500,1618,2044,1459,1895,1.317000,1.667000
1516,757498,500,1688,2032,1529,1878,1.377000,1.658000
1517,757998,500,1770,2051,1615,1903,1.444000,1.674000
1518,758498,500,1865,2044,1707,1895,1.519000,1.668000
1519,758998,500,1964,2040,1807,1887,1.598000,1.663000
1520,759498,500,2066,2036,1906,1885,1.677000,1.660000
1521,759998,500,2164,2044,2001,1893,1.753000,1.668000
1522,760498,500,2266,2044,2118,1895,1.839000,1.667000
1523,760998,500,2362,2040,2199,1888,1.916000,1.662000
1524,761498,500,2445,2044,2285,1893,1.985000,1.668000
1525,761998,500,2506,2040,2347,1889,2.032000,1.665000
1526,762498,500,2547,2032,2385,1882,2.065000,1.658000
1527,762998,500,2575,2040,2416,1890,2.088000,1.663000
1528,763498,500,2596,2044,2435,1894,2.103000,1.667000
1529,763998,500,2594,2032,2435,1879,2.101000,1.658000
1530,764498,500,2574,2044,2415,1893,2.086000,1.668000
1531,764998,500,2529,2036,2368,1883,2.049000,1.662000
1532,765498,500,2473,2040,2310,1891,2.006000,1.663000
1533,765998,500,2401,2040,2240,1890,1.947000,1.664000
1534,766498,500,2319,2040,2162,1890,1.882000,1.663000
1535,766998,500,2226,2040,2066,1890,1.806000,1.665000
1536,767498,500,2130,2040,1969,1882,1.728000,1.665000
1537,767998,500,2029,2044,1872,1894,1.649000,1.665000
1538,768498,500,1933,2044,1776,1893,1.573000,1.667000
1539,768998,500,1830,2032,1677,1881,1.491000,1.653000
1540,769498,500,1736,2044,1584,1893,1.417000,1.667000
1541,769998,500,1659,2040,1501,1889,1.351000,1.664000
1542,770498,500,1604,2048,1447,1899,1.308000,1.672000
1543,770998,500,1563,2044,1405,1893,1.276000,1.668000
1544,771498,500,1535,2040,1377,1889,1.251000,1.664000
1545,771998,500,1516,2036,1359,1884,1.237000,1.660000
1546,772498,500,1521,2040,1360,1889,1.238000,1.665000
1547,772998,500,1545,2044,1390,1891,1.259000,1.667000
1548,773498,500,1591,2040,1431,1887,1.297000,1.665000
1549,773998,500,1647,2044,1487,1893,1.341000,1.667000
1550,774498,500,1717,2044,1563,1893,1.401000,1.668000
1551,774998,500,1799,2040,1645,1889,1.467000,1.663000
1552,775498,500,1889,2040,1731,1888,1.537000,1.661000
1553,775998,500,1982,2048,1826,1900,1.611000,1.671000
1554,776498,500,2078,2032,1920,1879,1.689000,1.658000
1555,776998,500,2174,2044,2011,1894,1.765000,1.666000
1556,777498,500,2272,2040,2112,1889,1.843000,1.664000
1557,777998,500,2358,2036,2195,1885,1.914000,1.661000
1558,778498,500,2428,2036,2266,1886,1.968000,1.659000
1559,778998,500,2476,2044,2315,1891,2.009000,1.669000
1560,779498,500,2512,2040,2351,1888,2.036000,1.663000
1561,779998,500,2540,2044,2378,1891,2.058000,1.666000
1562,780498,500,2550,2040,2386,1888,2.064000,1.664000
1563,780998,500,2541,2044,2380,1894,2.060000,1.668000
1564,781498,500,2509,2048,2349,1897,2.032000,1.672000
1565,781998,500,2462,2048,2302,1899,1.997000,1.671000
1566,782498,500,2404,2040,2241,1888,1.948000,1.663000
1567,782998,500,2333,2024,2172,1872,1.892000,1.650000
1568,783498,500,2249,2036,2093,1886,1.827000,1.661000
1569,783998,500,2161,2036,2002,1888,1.753000,1.661000
1570,784498,500,2070,2032,1917,1879,1.680000,1.656000
1571,784998,500,1979,2040,1822,1888,1.609000,1.664000
1572,785498,500,1884,2048,1727,1898,1.533000,1.670000
1573,785998,500,1793,2036,1641,1885,1.460000,1.661000
1574,786498,500,1714,2036,1561,1886,1.398000,1.661000
1575,786998,500,1656,2048,1493,1898,1.346000,1.671000
1576,787498,500,1614,2040,1456,1888,1.317000,1.664000
1577,787998,500,1584,2040,1424,1889,1.290000,1.665000
1578,788498,500,1562,2028,1406,1876,1.274000,1.652000
1579,788998,500,1560,2048,1403,1897,1.273000,1.672000
1580,789498,500,1577,2040,1423,1893,1.289000,1.664000
1581,789998,500,1617,2036,1458,1886,1.316000,1.660000
1582,790498,500,1667,2040,1507,1888,1.356000,1.664000
1583,790998,500,1731,2051,1578,1902,1.415000,1.675000
1584,791498,500,1806,2048,1649,1898,1.470000,1.671000
1585,791998,500,1892,2036,1734,1885,1.539000,1.660000
1586,792498,500,1979,2048,1819,1898,1.607000,1.670000
1587,792998,500,2070,2036,1914,1884,1.679000,1.663000
1588,793498,500,2159,2048,2000,1899,1.752000,1.670000
1589,793998,500,2253,2040,2096,1889,1.831000,1.663000
1590,794498,500,2338,2036,2177,1883,1.896000,1.661000
1591,794998,500,2410,2040,2251,1890,1.955000,1.663000
1592,795498,500,2458,2048,2295,1897,1.993000,1.672000
1593,795998,500,2494,2040,2331,1889,2.022000,1.665000
1594,796498,500,2519,2040,2358,1889,2.041000,1.665000
1595,796998,500,2534,2044,2371,1891,2.053000,1.665000
1596,797498,500,2527,2044,2368,1895,2.051000,1.667000
1597,797998,500,2501,2051,2339,1901,2.026000,1.674000
1598,798498,500,2455,2044,2290,1894,1.989000,1.665000
1599,798998,500,2400,2032,2239,1878,1.946000,1.657000
1600,799498,500,2330,2040,2171,1888,1.891000,1.664000
1601,799998,500,2250,2036,2093,1883,1.827000,1.661000
1602,800498,500,2163,2040,2000,1889,1.753000,1.663000
1603,800998,500,2074,2040,1915,1889,1.685000,1.664000
1604,801498,500,1983,2040,1823,1888,1.615000,1.667000
1605,801998,500,1892,2044,1737,1893,1.538000,1.668000
1606,802498,500,1800,2036,1646,1885,1.467000,1.661000
1607,802998,500,1719,2048,1564,1897,1.402000,1.672000
1608,803498,500,1654,2044,1495,1893,1.345000,1.668000
1609,803998,500,1612,2048,1455,1899,1.316000,1.672000
1610,804498,500,1581,2036,1424,1885,1.289000,1.659000
1611,804998,500,1559,2040,1403,1890,1.271000,1.664000
1612,805498,500,1551,2044,1392,1894,1.264000,1.667000
1613,805998,500,1564,2051,1408,1904,1.276000,1.676000
1614,806498,500,1600,2040,1443,1887,1.305000,1.665000
1615,806998,500,1650,2048,1489,1898,1.342000,1.670000
1616,807498,500,1711,2040,1557,1889,1.396000,1.663000
1617,807998,500,1784,2036,1630,1885,1.453000,1.661000
1618,808498,500,1869,2032,1711,1878,1.521000,1.659000
1619,808998,500,1957,2040,1799,1888,1.589000,1.664000
1620,809498,500,2048,2040,1889,1889,1.665000,1.665000
1621,809998,500,2138,2048,1978,1903,1.737000,1.671000
1622,810498,500,2232,2044,2074,1893,1.812000,1.667000
1623,810998,500,2322,2040,2161,1890,1.883000,1.662000
1624,811498,500,2400,2044,2240,1894,1.947000,1.667000
1625,811998,500,2456,2028,2291,1874,1.991000,1.653000
1626,812498,500,2496,2032,2335,1881,2.023000,1.656000
1627,812998,500,2524,2032,2354,1879,2.045000,1.659000
1628,813498,500,2544,2044,2383,1895,2.063000,1.667000
1629,813998,500,2543,2036,2383,1885,2.063000,1.660000
1630,814498,500,2526,2044,2366,1893,2.047000,1.667000
1631,814998,500,2484,2044,2323,1893,2.011000,1.668000
1632,815498,500,2432,2040,2272,1883,1.972000,1.663000
1633,815998,500,2367,2044,2208,1894,1.920000,1.667000
1634,816498,500,2291,2048,2130,1897,1.857000,1.672000
1635,816998,500,2203,2040,2045,1889,1.785000,1.664000
1636,817498,500,2115,2036,1956,1883,1.716000,1.661000
1637,817998,500,2024,2063,1865,1910,1.645000,1.682000
1638,818498,500,1935,2044,1779,1893,1.573000,1.668000
1639,818998,500,1840,2048,1681,1898,1.498000,1.671000
1640,819498,500,1754,2044,1600,1891,1.430000,1.667000
1641,819998,500,1682,2051,1521,1903,1.369000,1.675000
1642,820498,500,1632,2044,1474,1892,1.329000,1.667000
1643,820998,500,1596,2048,1437,1898,1.304000,1.670000
1644,821498,500,1572,2044,1414,1893,1.282000,1.668000
1645,821998,500,1555,2044,1398,1894,1.268000,1.669000
1646,822498,500,1560,2048,1403,1901,1.271000,1.673000
1647,822998,500,1585,2036,1425,1886,1.291000,1.661000
1648,823498,500,1632,2040,1472,1889,1.328000,1.665000
1649,823998,500,1685,2036,1525,1885,1.371000,1.661000
1650,824498,500,1754,2040,1600,1889,1.431000,1.662000
1651,824998,500,1833,2040,1678,1898,1.494000,1.665000
1652,825498,500,1917,2044,1758,1893,1.558000,1.668000
1653,825998,500,2006,2040,1847,1888,1.630000,1.661000
1654,826498,500,2095,2044,1936,1893,1.702000,1.668000
1655,826998,500,2184,2036,2022,1885,1.771000,1.661000
1656,827498,500,2276,2044,2116,1893,1.846000,1.669000
1657,827998,500,2357,2040,2197,1889,1.910000,1.665000
1658,828498,500,2419,2032,2256,1881,1.962000,1.656000
1659,828998,500,2462,2036,2302,1883,1.996000,1.661000
1660,829498,500,2493,2040,2331,1889,2.019000,1.664000
1661,829998,500,2517,2040,2354,1890,2.038000,1.665000
1662,830498,500,2524,2040,2366,1885,2.046000,1.665000
1663,830998,500,2513,2036,2352,1884,2.037000,1.659000
1664,831498,500,2480,2048,2318,1899,2.011000,1.672000
1665,831998,500,2431,2036,2271,1883,1.972000,1.659000
1666,832498,500,2373,2048,2213,1898,1.925000,1.671000
1667,832998,500,2302,2048,2147,1898,1.865000,1.671000
1668,833498,500,2220,2051,2063,1902,1.805000,1.674000
1669,833998,500,2135,2048,1978,1895,1.732000,1.672000
1670,834498,500,2048,2044,1891,1898,1.664000,1.668000
1671,834998,500,1961,2036,1799,1884,1.595000,1.661000
1672,835498,500,1871,2048,1713,1898,1.522000,1.672000
1673,835998,500,1785,2040,1631,1888,1.452000,1.662000
1674,836498,500,1714,2032,1558,1882,1.400000,1.656000
1675,836998,500,1661,2040,1504,1890,1.353000,1.664000
1676,837498,500,1624,2040,1463,1888,1.340000,1.663000
1677,837998,500,1600,2028,1443,1875,1.305000,1.653000
1678,838498,500,1582,2044,1424,1894,1.289000,1.667000
1679,838998,500,1584,2032,1425,1882,1.291000,1.657000
1680,839498,500,1604,2036,1446,1886,1.309000,1.661000
1681,839998,500,1647,2044,1488,1893,1.341000,1.665000
1682,840498,500,1700,2051,1535,1901,1.379000,1.675000
1683,840998,500,1766,2028,1613,1878,1.441000,1.653000
1684,841498,500,1840,2036,1682,1887,1.496000,1.661000
1685,841998,500,1925,2048,1767,1901,1.565000,1.672000
1686,842498,500,2011,2044,1847,1895,1.636000,1.667000
1687,842998,500,2098,2044,1938,1896,1.705000,1.670000
1688,843498,500,2183,2048,2021,1889,1.776000,1.671000
1689,843998,500,2273,2044,2117,1893,1.844000,1.668000
1690,844498,500,2353,2048,2192,1897,1.908000,1.673000
1691,844998,500,2419,2040,2256,1888,1.960000,1.665000
1692,845498,500,2462,2044,2303,1893,1.996000,1.673000
1693,845998,500,2491,2048,2331,1900,2.020000,1.671000
1694,846498,500,2511,2044,2351,1893,2.036000,1.667000
1695,846998,500,2521,2040,2359,1889,2.042000,1.664000
1696,847498,500,2508,2048,2347,1901,2.033000,1.671000
1697,847998,500,2476,2032,2318,1878,2.006000,1.656000
1698,848498,500,2425,2048,2259,1898,1.965000,1.673000
1699,848998,500,2366,2040,2206,1889,1.920000,1.664000
1700,849498,500,2294,2032,2135,1881,1.860000,1.656000
1701,849998,500,2211,2048,2055,1899,1.796000,1.671000
1702,850498,500,2122,2044,1963,1894,1.725000,1.669000
1703,850998,500,2034,2032,1875,1879,1.653000,1.657000
1704,851498,500,1945,2032,1789,1879,1.582000,1.656000
1705,851998,500,1858,2040,1707,1887,1.513000,1.665000
1706,852498,500,1768,2040,1615,1888,1.444000,1.664000
1707,852998,500,1691,2032,1530,1882,1.379000,1.657000
1708,853498,500,1634,2040,1475,1888,1.330000,1.664000
1709,853998,500,1597,2044,1443,1895,1.302000,1.669000
1710,854498,500,1572,2044,1415,1893,1.285000,1.669000
1711,854998,500,1556,2044,1400,1893,1.268000,1.667000
1712,855498,500,1555,2048,1395,1900,1.268000,1.671000
1713,855998,500,1576,2040,1419,1890,1.285000,1.664000
1714,856498,500,1618,2040,1462,1890,1.318000,1.664000
1715,856998,500,1675,2040,1519,1890,1.367000,1.665000
1716,857498,500,1743,2044,1588,1894,1.422000,1.665000
1717,857998,500,1822,2024,1666,1872,1.483000,1.650000
1718,858498,500,1912,2040,1753,1888,1.554000,1.663000
1719,858998,500,2004,2036,1846,1885,1.628000,1.661000
1720,859498,500,2099,2044,1938,1891,1.704000,1.669000
1721,859998,500,2189,2044,2029,1895,1.775000,1.665000
1722,860498,500,2284,2036,2126,1885,1.854000,1.661000
1723,860998,500,2372,2044,2211,1891,1.923000,1.667000
1724,861498,500,2447,2040,2287,1888,1.984000,1.665000
1725,861998,500,2499,2032,2337,1879,2.026000,1.656000
1726,862498,500,2533,2036,2373,1884,2.051000,1.660000
1727,862998,500,2557,2036,2395,1886,2.070000,1.660000
1728,863498,500,2571,2032,2410,1879,2.086000,1.658000
1729,863998,500,2563,2024,2402,1872,2.078000,1.650000
1730,864498,500,2536,2032,2375,1879,2.054000,1.656000
1731,864998,500,2487,2048,2323,1897,2.011000,1.671000
1732,865498,500,2426,2036,2266,1885,1.964000,1.662000
1733,865998,500,2352,2036,2192,1885,1.908000,1.660000
1734,866498,500,2269,2036,2110,1881,1.844000,1.661000
1735,866998,500,2173,2044,2011,1893,1.761000,1.667000
1736,867498,500,2077,2032,1919,1882,1.687000,1.658000
1737,867998,500,1979,2036,1819,1883,1.610000,1.663000
1738,868498,500,1885,2048,1732,1898,1.534000,1.671000
1739,868998,500,1786,2040,1630,1891,1.458000,1.664000
1740,869498,500,1698,2040,1535,1889,1.379000,1.665000
1741,869998,500,1623,2044,1467,1894,1.322000,1.667000
1742,870498,500,1575,2044,1423,1893,1.284000,1.667000
1743,870998,500,1541,2044,1383,1893,1.255000,1.667000
1744,871498,500,1519,2044,1360,1893,1.238000,1.668000
1745,871998,500,1506,2040,1347,1890,1.226000,1.662000
1746,872498,500,1516,2028,1360,1877,1.238000,1.652000
1747,872998,500,1546,2044,1389,1893,1.263000,1.667000
1748,873498,500,1600,2040,1444,1890,1.303000,1.663000
1749,873998,500,1662,2040,1501,1889,1.353000,1.664000
1750,874498,500,1739,2036,1585,1885,1.418000,1.661000
1751,874998,500,1826,2040,1669,1890,1.488000,1.665000
1752,875498,500,1922,2044,1766,1893,1.562000,1.667000
1753,875998,500,2020,2036,1861,1883,1.643000,1.661000
1754,876498,500,2119,2040,1959,1888,1.720000,1.663000
1755,876998,500,2218,2048,2062,1895,1.802000,1.670000
1756,877498,500,2318,2040,2160,1890,1.881000,1.663000
1757,877998,500,2405,2044,2250,1891,1.949000,1.666000
1758,878498,500,2474,2036,2314,1885,2.006000,1.661000
1759,878998,500,2521,2032,2358,1879,2.041000,1.654000
1760,879498,500,2557,2040,2397,1889,2.071000,1.664000
1761,879998,500,2580,2048,2416,1899,2.089000,1.671000
1762,880498,500,2590,2048,2429,1897,2.107000,1.673000
1763,880998,500,2577,2044,2416,1891,2.088000,1.669000
1764,881498,500,2542,2048,2381,1898,2.062000,1.672000
1765,881998,500,2492,2048,2331,1899,2.020000,1.671000
1766,882498,500,2428,2036,2266,1883,1.968000,1.661000
1767,882998,500,2351,2048,2192,1899,1.908000,1.672000
1768,883498,500,2263,2032,2101,1878,1.836000,1.656000
1769,883998,500,2169,2040,2007,1888,1.757000,1.662000
1770,884498,500,2073,2036,1915,1877,1.684000,1.659000
1771,884998,500,1976,2044,1818,1894,1.607000,1.666000
1772,885498,500,1875,2044,1717,1894,1.526000,1.666000
1773,885998,500,1779,2040,1622,1889,1.449000,1.664000
1774,886498,500,1695,2036,1535,1884,1.379000,1.659000
1775,886998,500,1632,2048,1474,1899,1.328000,1.670000
1776,887498,500,1587,2040,1429,1888,1.294000,1.664000
1777,887998,500,1554,2040,1394,1888,1.266000,1.664000
1778,888498,500,1529,2040,1373,1887,1.247000,1.665000
1779,888998,500,1525,2051,1366,1902,1.242000,1.674000
1780,889498,500,1540,2036,1382,1886,1.255000,1.658000
1781,889998,500,1579,2044,1424,1895,1.288000,1.668000
1782,890498,500,1629,2048,1474,1898,1.329000,1.671000
1783,890998,500,1693,2040,1534,1890,1.379000,1.666000
1784,891498,500,1768,2032,1614,1881,1.444000,1.657000
1785,891998,500,1857,2044,1701,1893,1.511000,1.669000
1786,892498,500,1947,2044,1789,1893,1.584000,1.668000
1787,892998,500,2039,2040,1878,1889,1.655000,1.664000
1788,893498,500,2133,2044,1971,1894,1.732000,1.669000
1789,893998,500,2231,2040,2071,1889,1.812000,1.665000
1790,894498,500,2321,2036,2160,1886,1.882000,1.661000
1791,894998,500,2398,2040,2238,1888,1.943000,1.665000
1792,895498,500,2452,2044,2293,1893,1.987000,1.665000
1793,895998,500,2493,2040,2330,1889,2.020000,1.664000
1794,896498,500,2523,2044,2361,1893,2.044000,1.667000
1795,896998,500,2542,2040,2381,1887,2.060000,1.664000
1796,897498,500,2540,2040,2379,1889,2.059000,1.664000
1797,897998,500,2520,2040,2356,1887,2.041000,1.664000
1798,898498,500,2477,2044,2315,1894,2.007000,1.668000
1799,898998,500,2426,2040,2265,1891,1.970000,1.662000
1800,899498,500,2360,2040,2197,1888,1.914000,1.662000
1801,899998,500,2284,2040,2126,1889,1.852000,1.662000
1802,900498,500,2198,2032,2034,1878,1.781000,1.657000
1803,900998,500,2111,2040,1952,1888,1.715000,1.662000
1804,901498,500,2022,2048,1862,1898,1.646000,1.670000
1805,901998,500,1931,2044,1772,1894,1.572000,1.666000
1806,902498,500,1839,2048,1681,1897,1.495000,1.672000
1807,902998,500,1756,2044,1600,1893,1.435000,1.669000
1808,903498,500,1690,2044,1529,1893,1.375000,1.668000
1809,903998,500,1645,2036,1487,1887,1.340000,1.662000
1810,904498,500,1611,2044,1456,1893,1.314000,1.665000
1811,904998,500,1587,2044,1428,1895,1.292000,1.668000
1812,905498,500,1575,2048,1418,1898,1.285000,1.671000
1813,905998,500,1584,2036,1425,1885,1.291000,1.661000
1814,906498,500,1615,2040,1456,1889,1.315000,1.665000
1815,906998,500,1662,2048,1502,1895,1.353000,1.671000
1816,907498,500,1718,2040,1565,1889,1.403000,1.665000
1817,907998,500,1788,2044,1632,1893,1.458000,1.667000
1818,908498,500,1867,2048,1710,1899,1.521000,1.670000
1819,908998,500,1950,2044,1798,1895,1.585000,1.667000
1820,909498,500,2036,2040,1875,1889,1.652000,1.664000
1821,909998,500,2122,2040,1963,1888,1.723000,1.663000
1822,910498,500,2213,2040,2057,1886,1.799000,1.664000
1823,910998,500,2298,2044,2135,1892,1.864000,1.668000
1824,911498,500,2374,2036,2215,1887,1.928000,1.661000
1825,911998,500,2427,2044,2266,1894,1.967000,1.665000
1826,912498,500,2465,2048,2304,1898,1.999000,1.671000
1827,912998,500,2492,2032,2331,1879,2.014000,1.657000
1828,913498,500,2511,2048,2351,1898,2.037000,1.672000
1829,913998,500,2510,2032,2351,1883,2.037000,1.656000
1830,914498,500,2493,2036,2331,1884,2.020000,1.661000
1831,914998,500,2451,2032,2289,1881,1.986000,1.657000
1832,915498,500,2401,2036,2242,1891,1.946000,1.661000
1833,915998,500,2336,2044,2176,1893,1.895000,1.667000
1834,916498,500,2263,2040,2105,1890,1.836000,1.662000
1835,916998,500,2178,2028,2018,1878,1.769000,1.653000
1836,917498,500,2094,2040,1935,1891,1.700000,1.662000
1837,917998,500,2007,2044,1849,1891,1.636000,1.667000
1838,918498,500,1922,2044,1762,1895,1.564000,1.668000
1839,918998,500,1831,2044,1674,1895,1.491000,1.661000
1840,919498,500,1750,2044,1598,1893,1.427000,1.667000
1841,919998,500,1682,2044,1521,1895,1.368000,1.669000
1842,920498,500,1637,2044,1478,1893,1.334000,1.667000
1843,920998,500,1606,2044,1449,1894,1.309000,1.669000
1844,921498,500,1585,2044,1427,1895,1.291000,1.667000
1845,921998,500,1573,2048,1418,1895,1.282000,1.672000
1846,922498,500,1582,2040,1424,1888,1.291000,1.664000
1847,922998,500,1611,2044,1456,1894,1.315000,1.667000
1848,923498,500,1660,2048,1501,1898,1.350000,1.672000
1849,923998,500,1717,2048,1563,1899,1.401000,1.671000
1850,924498,500,1789,2051,1633,1901,1.459000,1.675000
1851,924998,500,1867,2048,1711,1898,1.521000,1.674000
1852,925498,500,1956,2032,1796,1879,1.591000,1.655000
1853,925998,500,2044,2040,1885,1886,1.661000,1.665000
1854,926498,500,2132,2040,1971,1888,1.729000,1.663000
1855,926998,500,2220,2044,2064,1892,1.805000,1.668000
1856,927498,500,2311,2040,2154,1889,1.875000,1.663000
1857,927998,500,2388,2036,2226,1885,1.936000,1.663000
1858,928498,500,2449,2036,2288,1883,1.989000,1.661000
1859,928998,500,2487,2040,2322,1889,2.013000,1.663000
1860,929498,500,2514,2051,2352,1901,2.037000,1.674000
1861,929998,500,2532,2044,2368,1894,2.052000,1.666000
1862,930498,500,2537,2040,2378,1887,2.055000,1.662000
1863,930998,500,2520,2036,2358,1883,2.041000,1.660000
1864,931498,500,2482,2044,2320,1895,2.011000,1.667000
1865,931998,500,2429,2040,2267,1887,1.968000,1.663000
1866,932498,500,2365,2044,2208,1891,1.917000,1.666000
1867,932998,500,2289,2036,2128,1883,1.856000,1.660000
1868,933498,500,2203,2040,2042,1888,1.785000,1.663000
1869,933998,500,2113,2044,1953,1893,1.716000,1.669000
1870,934498,500,2022,2044,1862,1893,1.643000,1.667000
1871,934998,500,1933,2036,1776,1885,1.572000,1.659000
1872,935498,500,1840,2044,1681,1892,1.497000,1.665000
1873,935998,500,1751,2044,1599,1893,1.429000,1.668000
1874,936498,500,1676,2036,1517,1884,1.364000,1.659000
1875,936998,500,1623,2059,1470,1905,1.320000,1.678000
1876,937498,500,1586,2040,1427,1889,1.290000,1.663000
1877,937998,500,1562,2040,1405,1889,1.275000,1.665000
1878,938498,500,1547,2048,1390,1899,1.263000,1.671000
1879,938998,500,1550,2044,1392,1891,1.263000,1.669000
1880,939498,500,1572,2044,1414,1894,1.282000,1.667000
1881,939998,500,1618,2040,1461,1889,1.317000,1.664000
1882,940498,500,1673,2044,1517,1897,1.364000,1.667000
1883,940998,500,1742,2040,1586,1889,1.421000,1.663000
1884,941498,500,1822,2048,1665,1898,1.483000,1.672000
1885,941998,500,1912,2044,1753,1893,1.553000,1.669000
1886,942498,500,2003,2040,1845,1888,1.627000,1.665000
1887,942998,500,2094,2044,1936,1894,1.702000,1.669000
1888,943498,500,2185,2051,2027,1902,1.777000,1.674000
1889,943998,500,2281,2040,2124,1889,1.854000,1.664000
1890,944498,500,2367,2040,2209,1889,1.920000,1.664000
1891,944998,500,2438,2044,2277,1893,1.977000,1.667000
1892,945498,500,2485,2044,2321,1895,2.013000,1.667000
1893,945998,500,2518,2040,2356,1889,2.039000,1.663000
1894,946498,500,2541,2036,2379,1885,2.059000,1.660000
